id	filename	md5	size	state
dde6631e-ef66-4db4-a7cb-be94f4b9c4fd	7e314d4a-7158-4d60-a431-013abe183071.rna_seq.augmented_star_gene_counts.tsv	6a0f5b8b62717b428b07c857f1e24605	4226540	released
a5631988-1d7e-4440-94f1-2332644da14f	fd2e2249-ad76-4a06-8abc-92c6ace75890.mirbase21.mirnas.quantification.txt	eec4ebe2ecd90c891b9fb5b004217ef9	50151	released
dcc94838-617f-4e8f-ba5e-e0f1c553df75	TCGA-AA-3552-01Z-00-DX1.84133d42-9a39-44b5-a1ec-a5382650c939.svs	6cea14c6d2bc32581944f89c23c9b866	288649760	released
f82830d3-3399-41a8-806e-974fb3255d67	6e0c14ea-3eb3-424a-bc12-fb127ac1a777.rna_seq.augmented_star_gene_counts.tsv	764c2a6c7c80579c5b9c4210f04be8e8	4211125	released
9c23dab4-9738-4736-9ead-fea005468c22	689a1b85-c8d6-49c7-9741-b92660a4806f.mirbase21.mirnas.quantification.txt	c940fed03a5a95d684116190781c9875	50051	released
543070f7-7c3a-46b7-a910-8ed1768a7ad5	689a1b85-c8d6-49c7-9741-b92660a4806f.mirbase21.isoforms.quantification.txt	fa43907039ea2fdec8f7427909efb03e	267357	released
22458d54-a21e-4064-812e-25134359e2ea	f49be4dd-ce51-4385-9d75-b5fbdc4998ea.mirbase21.mirnas.quantification.txt	67c0f1062a2e2db2655f6a10ed5bf105	50243	released
da8c975b-65b4-4e9d-a919-16da8d5a7b1f	4df6c488-ef2f-4019-a1b0-3a3624039be8.rna_seq.augmented_star_gene_counts.tsv	3b226bbfa77616c81ab77828900a83fe	4207285	released
20a11849-e57a-47ad-854c-757e17cc277b	TCGA-AA-3867-01Z-00-DX1.dbc11b4b-732c-4b0a-aaef-ba94b0218fe6.svs	92e09946b141030b1bf3b325dc5f834e	195279618	released
067c5570-6e97-472c-b84a-1c918ccaa0f4	f49be4dd-ce51-4385-9d75-b5fbdc4998ea.mirbase21.isoforms.quantification.txt	108ea5058ec0eb5b06708ecaac364cab	424671	released
33104711-f013-498c-b3c0-552f168a99b3	31599311-fa63-426e-8f77-090878a95fab.mirbase21.mirnas.quantification.txt	49ad434e4922e29b5eacfb3993fa084b	50221	released
54f615f0-aa45-43a1-8ad8-098868fab3c3	270a14bb-8ae5-4372-a66b-b3d71bf217f7.rna_seq.augmented_star_gene_counts.tsv	beabc7e29001ca05feb5fe4d01c6d4e9	4229170	released
f77be3ea-4595-49a6-b41c-de074b132bf8	TCGA-AD-6895-01Z-00-DX1.7FB1FBC6-683B-4285-89D1-A7A20F07A9D4.svs	8215e85b50f8a6db314fe4a6b494e99d	41088411	released
61554e38-3b2b-4bbd-9cd0-c77ec2b4bd15	31599311-fa63-426e-8f77-090878a95fab.mirbase21.isoforms.quantification.txt	92015ed15fff286628dd594d03d127f7	357758	released
f4aae95d-2e64-46f6-b21e-002abd7600ad	658e7fe1-53d4-4afb-8af1-0523b381bfe0.mirbase21.mirnas.quantification.txt	e406d2c3899c6c00f3bc4a36bbe6be4c	49973	released
7cba9b28-fd44-4211-b772-e3f1649f21b6	131a9973-dfc9-4897-8c19-d5c43cecba0a.rna_seq.augmented_star_gene_counts.tsv	47187279864ac138a6470a8db46556a6	4196500	released
20c54d6e-a4cb-4503-aafb-a70b8c342b9a	TCGA-AA-3560-01Z-00-DX1.7ca786bd-777e-4b33-8778-fc5e2b061ff1.svs	60f8aa474db0bb9606840ae721f682e4	198771958	released
f0d73082-a319-4b95-ae6f-d90a2a31e86a	658e7fe1-53d4-4afb-8af1-0523b381bfe0.mirbase21.isoforms.quantification.txt	2f636dffd1ea5348b30580f1cf839c43	220882	released
927f51a6-ad62-43dc-8738-eba784ad8b70	79e8e03b-7481-46a3-99f6-9b6b8729c7c9.rna_seq.augmented_star_gene_counts.tsv	ff35aa56106ee89833ed4715d6b8f492	4236184	released
0aa6d427-affb-4073-9fdf-bd31ae9f776b	f63a00c0-9fa2-463d-b10d-5b6e8a73d94f.mirbase21.isoforms.quantification.txt	1e953fcb5010fb0dcf2a821509826d39	314112	released
a666a0f3-e5ed-40b5-b425-5fe0190d30dd	3d6b96fa-5efa-4c8a-9a12-2718304252d4.rna_seq.augmented_star_gene_counts.tsv	619a7f8e589980be1d0dad5fcea81581	4187366	released
c5f88d68-c755-403c-97a1-d0863d06a56b	06114a88-396c-4815-8949-910e46345e47.rna_seq.augmented_star_gene_counts.tsv	1a62d41ae84243571005da01af010d25	4190933	released
e0b5b997-66ca-4d6d-94f9-e54c8d0ace87	2c488d75-381a-4a90-a6b1-e131630a0619.mirbase21.isoforms.quantification.txt	25f51ef791650f8c4e8abdfddf88d448	339923	released
cc33c8e5-223d-444a-9977-49c3081cb8a7	8cace84b-8d01-46cf-8b59-9f1e53249863.rna_seq.augmented_star_gene_counts.tsv	40ea181763370309220db38b9e30fee5	4226506	released
c1507dca-2f53-4574-a7c9-c992d43fbc60	2a67ffc3-4132-47ef-b89c-3c58117d73ff.mirbase21.mirnas.quantification.txt	b6019495ded36fa6453572a6383131d1	50385	released
74fdc082-daf5-4254-99a4-56974d59e457	62a2cbf8-51be-469b-978c-bdf386e0d651.rna_seq.augmented_star_gene_counts.tsv	29cf15bd5fc27dbf7367803a85809d59	4187509	released
c34291fd-7152-470b-a025-df01f9de4cd7	TCGA-CM-6680-01Z-00-DX1.68fe763e-d8f4-44ca-8604-4da4e57cee06.svs	c00ca5a1ac197266cab8e980eed455bd	989642281	released
a85569e7-a88b-4ece-82c3-d9999bc800d0	abd25bff-bf6a-48f6-92b2-9b015f58a5c0.mirbase21.mirnas.quantification.txt	c5303545d4d7fcd8793053991b1eef07	50216	released
27404c59-9a94-4c61-ac2e-12bc30e12b4a	054d5602-4089-4f34-a667-14c8edbb4167.rna_seq.augmented_star_gene_counts.tsv	d935087c2e1872d29de9a3781ac1eaed	4205541	released
dba44840-0a1e-4000-8d34-dd4e2e82019a	2a67ffc3-4132-47ef-b89c-3c58117d73ff.mirbase21.isoforms.quantification.txt	a8246067c826420f86abe3007a0ba207	559402	released
45720961-08ff-4b60-b9c7-f415c57cdb1d	fa7c3ae2-0c6b-4e96-9d30-b58878a00e74.mirbase21.mirnas.quantification.txt	57dd158e7499a817b980bd89f79f741b	50054	released
c6fd889e-a3b3-40b9-a7ac-52ce099df019	fa7c3ae2-0c6b-4e96-9d30-b58878a00e74.mirbase21.isoforms.quantification.txt	2f38c3b5f11ee52c2f5639de874ed681	240102	released
2554c788-36b4-43c9-ac04-0fb26a1cd37f	e6843a8a-cade-4b45-9d8d-cd4de3b23f9a.mirbase21.isoforms.quantification.txt	e3d1619d845e33cdc06e00cc26aeedd3	324761	released
f9d24d81-2407-4ec9-95b0-fce1893e1740	e6843a8a-cade-4b45-9d8d-cd4de3b23f9a.mirbase21.mirnas.quantification.txt	3c0bdd4a4d8e288f03dd10a3a8d4dfc9	50056	released
019e1dcb-9285-4c0c-a334-00cb073a20d0	e2f72b90-e66f-460c-931a-e610b081b688.mirbase21.mirnas.quantification.txt	99f1e5a3cc357343f58d6b9a15e732bc	50302	released
91a95c38-5ab7-4166-b4e7-64454cb3d06c	7b98348a-13f8-404a-9a1e-280ae481b6b0.rna_seq.augmented_star_gene_counts.tsv	37e64c1290dcf23dc6d8046313f78c95	4208645	released
